origin_zone,origin_zone_name,origin_prefecture_code,destination_zone,destination_zone_name,destination_prefecture_code,estimated_movements_per_weekday,rounded_movements_per_weekday,source,year,coverage,zone_level,value_status,business_private_movements,return_home_movements,return_allocation_fraction,unknown_purpose_omitted
mlit207:75,相双,07,mlit207:274,豊中,27,12,12,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:281,神戸,28,3,3,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:282,尼崎,28,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:283,播磨,28,4,4,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:284,但馬,28,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:285,淡路,28,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:286,丹波,28,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:291,奈良,29,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:292,南和,29,1,1,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:301,和歌山,30,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:302,田辺,30,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:303,新宮,30,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:31,盛岡,03,135,135,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:311,東部,31,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:312,西部,31,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:313,中部,31,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:32,北上中部,03,7,7,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:321,松江,32,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:322,出雲,32,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:323,益田,32,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:324,浜田,32,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:325,大田,32,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:33,両磐,03,11,11,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:331,県南,33,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:332,津山,33,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:34,宮古,03,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:341,広島,34,3,3,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:342,備後,34,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:343,備北,34,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:35,釜石・大船渡,03,1,1,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:351,山口,35,1,1,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:352,下関,35,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:353,宇部,35,1,1,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:354,岩国,35,2,2,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:355,徳山,35,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:356,萩,35,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:361,徳島,36,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:362,三好,36,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:363,南部,36,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:371,香川東部,37,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:372,香川西部,37,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:381,松山,38,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:382,新居浜・西条,38,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:383,今治,38,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:384,宇和島,38,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:385,八幡浜・大洲,38,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:391,中央,39,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:392,幡多,39,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:393,高幡,39,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:394,安芸,39,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:401,福岡,40,6,6,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:402,北九州,40,1,1,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:403,久留米・大牟田,40,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:404,筑豊,40,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:41,仙台,04,6932,6932,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:411,佐賀,41,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:412,唐津,41,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:413,伊万里・北松,41,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:42,石巻,04,163,163,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:421,長崎,42,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:422,佐世保,42,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:423,五島,42,2,2,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:424,伊万里・北松,42,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:425,対馬,42,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:426,壱岐,42,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:43,古川,04,68,68,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:431,熊本,43,1,1,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:432,八代・芦北,43,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:433,天草,43,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:434,球磨,43,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:441,大分,44,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:442,周防灘,44,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:443,日田・玖珠,44,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:444,佐伯,44,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:451,宮崎,45,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:452,都城・北諸県,45,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:453,延岡,45,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:454,日南,45,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:455,小林・西諸県,45,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:461,鹿児島,46,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:462,川北薩・串木野,46,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:463,大隈,46,3,3,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:464,大島,46,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:465,南薩,46,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:466,熊毛,46,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:471,南部,47,9,9,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:472,中部,47,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:473,北部,47,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:474,宮古・八重山,47,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:481,釧路,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:482,帯広,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:483,根室,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:491,札幌,01,8,8,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:492,苫小牧,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:493,小樽・倶知安,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:494,室蘭,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:495,岩見沢,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:496,滝川,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:497,深川,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:498,静内,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:501,函館,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:502,江差,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:51,秋田臨海,05,100,100,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:52,米代川上流,05,3,3,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:53,米代川下流,05,1,1,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:54,雄物川流域,05,90,90,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:61,山形,06,162,162,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:62,庄内,06,164,164,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:63,米沢,06,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:75,相双,07,mlit207:64,新庄,06,14,14,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:81,水戸・日立,08,243,243,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:82,土浦,08,346,346,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:83,下館・古河,08,28,28,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:84,鹿嶋,08,2,2,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:91,宇都宮,09,44,44,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:92,足利・佐野,09,11,11,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:93,栃木・小山,09,25,25,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:94,日光,09,3,3,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:75,相双,07,mlit207:95,那須,09,71,71,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:76,白河,07,mlit207:101,前橋・高崎,10,33,33,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:76,白河,07,mlit207:102,桐生・太田,10,9,9,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:76,白河,07,mlit207:103,渋川・吾妻,10,3,3,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:76,白河,07,mlit207:104,沼田・利根,10,6,6,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:76,白河,07,mlit207:11,旭川,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:76,白河,07,mlit207:111,浦和,11,475,475,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:76,白河,07,mlit207:112,川越,11,111,111,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:76,白河,07,mlit207:113,児玉・大里,11,5,5,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:76,白河,07,mlit207:114,秩父,11,2,2,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:76,白河,07,mlit207:12,北網走,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:76,白河,07,mlit207:121,千葉,12,26,26,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:76,白河,07,mlit207:122,船橋,12,148,148,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:76,白河,07,mlit207:123,安房・君津,12,1,1,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:76,白河,07,mlit207:124,成田,12,55,55,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:76,白河,07,mlit207:13,稚内,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:76,白河,07,mlit207:131,23区,13,857,857,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:76,白河,07,mlit207:132,多摩,13,135,135,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:76,白河,07,mlit207:133,大島,13,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:76,白河,07,mlit207:14,留萌,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:76,白河,07,mlit207:141,横浜,14,221,221,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:76,白河,07,mlit207:142,川崎,14,219,219,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:76,白河,07,mlit207:143,相模原,14,178,178,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:76,白河,07,mlit207:144,小田原,14,16,16,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:76,白河,07,mlit207:15,紋別,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:76,白河,07,mlit207:151,新潟,15,155,155,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:76,白河,07,mlit207:152,長岡,15,20,20,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:76,白河,07,mlit207:153,上越,15,6,6,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:76,白河,07,mlit207:154,三条・燕,15,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
